price
12500.0
16500.0
11000.0
16800.0
17300.0
13900.0
11750.0
10200.0
12000.0
16100.0
16500.0
17000.0
16400.0
15400.0
14500.0
15700.0
13900.0
19000.0
17000.0
17300.0
20200.0
22500.0
17500.0
20000.0
18500.0
19500.0
15800.0
17200.0
14000.0
9500.0
16500.0
15000.0
16000.0
16900.0
12300.0
10800.0
19400.0
16000.0
17100.0
11300.0
17200.0
20300.0
15200.0
15700.0
16600.0
14400.0
20200.0
23700.0
12750.0
13000.0
15900.0
15000.0
15000.0
16000.0
11000.0
10200.0
18500.0
10600.0
16000.0
15000.0
14000.0
18950.0
11700.0
11500.0
10800.0
12500.0
16600.0
13100.0
16000.0
16900.0
19600.0
21800.0
16200.0
18700.0
16100.0
11300.0
14100.0
16600.0
11300.0
15600.0
10000.0
14500.0
16100.0
10600.0
25499.0
25499.0
15500.0
16200.0
14000.0
17300.0
10600.0
17500.0
15000.0
25499.0
25000.0
31000.0
28000.0
28000.0
21499.0
26000.0
30000.0
17000.0
14500.0
17500.0
10500.0
14800.0
12000.0
22000.0
17800.0
19800.0
19500.0
9800.0
15500.0
16800.0
11500.0
12100.0
12700.0
11700.0
11500.0
17400.0
16000.0
13100.0
14700.0
21100.0
24400.0
18750.0
16500.0
11000.0
13400.0
20000.0
15400.0
15500.0
14800.0
17100.0
25750.0
11750.0
11200.0
12800.0
16000.0
20000.0
11950.0
9400.0
20000.0
18500.0
13500.0
19800.0
15400.0
13900.0
15600.0
10600.0
14300.0
14700.0
19100.0
18100.0
11400.0
11600.0
17300.0
16400.0
17100.0
11498.0
11698.0
18998.0
25498.0
10498.0
9498.0
19998.0
16798.0
23998.0
36998.0
13998.0
15995.0
13495.0
30985.0
29485.0
16985.0
26485.0
23985.0
12485.0
22485.0
16498.0
11998.0
24985.0
17985.0
20485.0
16985.0
30985.0
29985.0
27985.0
30985.0
28985.0
24985.0
26985.0
39985.0
21985.0
33985.0
28985.0
29985.0
28985.0
31985.0
31985.0
29485.0
17985.0
20985.0
23685.0
27985.0
27985.0
36985.0
37985.0
37985.0
31985.0
29985.0
12485.0
24985.0
21985.0
34985.0
29985.0
34485.0
19685.0
34985.0
35895.0
26985.0
23985.0
28985.0
27985.0
28985.0
29985.0
21995.0
31985.0
32485.0
21285.0
18498.0
14995.0
17998.0
10985.0
12995.0
11495.0
18295.0
18998.0
18485.0
38985.0
29485.0
22998.0
18998.0
17698.0
27995.0
31985.0
30995.0
18998.0
16995.0
19995.0
14495.0
32485.0
20485.0
34485.0
18698.0
15998.0
16498.0
31998.0
35985.0
37985.0
31998.0
18998.0
19485.0
19995.0
23485.0
23998.0
17998.0
28985.0
26995.0
33985.0
30985.0
12698.0
17298.0
16498.0
16798.0
15998.0
27985.0
19485.0
20985.0
22285.0
14500.0
25000.0
15800.0
13500.0
13800.0
11000.0
19995.0
11650.0
11850.0
12495.0
15995.0
25990.0
30995.0
34985.0
31995.0
29985.0
28485.0
21498.0
32895.0
22998.0
35998.0
29985.0
16485.0
19485.0
13495.0
14995.0
39995.0
22990.0
12495.0
24985.0
24485.0
16485.0
20485.0
24985.0
19995.0
16000.0
14998.0
13995.0
27990.0
11995.0
15995.0
35995.0
13585.0
31985.0
32985.0
30985.0
34798.0
34995.0
18995.0
12995.0
14495.0
12995.0
24995.0
20985.0
31995.0
13995.0
31985.0
29490.0
20495.0
21995.0
24995.0
23995.0
22995.0
15995.0
19995.0
11995.0
11995.0
37331.0
39454.0
37507.0
33462.0
30995.0
25990.0
38995.0
31995.0
30995.0
18995.0
19995.0
16995.0
14495.0
19995.0
23995.0
13995.0
27995.0
33995.0
17490.0
14990.0
30995.0
13995.0
21995.0
19995.0
26995.0
15995.0
18990.0
35995.0
27995.0
23995.0
31265.0
36312.0
13995.0
31995.0
18495.0
33490.0
19995.0
17995.0
31995.0
23995.0
20995.0
24995.0
12995.0
14995.0
12490.0
14298.0
11498.0
11998.0
19998.0
27995.0
19995.0
19995.0
19995.0
13995.0
29995.0
19990.0
19990.0
14995.0
36990.0
24995.0
11490.0
18495.0
23995.0
27990.0
36990.0
18995.0
12990.0
17995.0
16498.0
31998.0
36995.0
36995.0
22890.0
16995.0
33298.0
15995.0
20995.0
14995.0
19995.0
39995.0
22995.0
24995.0
39995.0
19995.0
12995.0
22663.0
24368.0
19495.0
19990.0
21495.0
28995.0
26990.0
27995.0
25995.0
19995.0
38534.0
19990.0
18495.0
33995.0
18995.0
30709.0
24365.0
33295.0
13995.0
28995.0
16490.0
23995.0
35995.0
19995.0
19995.0
21995.0
21995.0
22995.0
18990.0
23995.0
37995.0
33410.0
22997.0
14995.0
11995.0
12995.0
27990.0
29990.0
23377.0
25995.0
18995.0
20995.0
23995.0
14495.0
30995.0
26490.0
34259.0
35131.0
21995.0
16995.0
14995.0
30990.0
18490.0
18490.0
26490.0
24995.0
29490.0
17495.0
20995.0
14495.0
19995.0
33640.0
30719.0
30197.0
27022.0
37560.0
12495.0
14995.0
24490.0
13995.0
19495.0
17995.0
19995.0
30728.0
18995.0
13995.0
18495.0
34995.0
19995.0
13495.0
16995.0
13995.0
25995.0
25995.0
10995.0
33995.0
12298.0
15998.0
18998.0
21995.0
28995.0
15995.0
13985.0
13995.0
18499.0
27498.0
15998.0
13998.0
24998.0
13995.0
18995.0
22995.0
17495.0
21995.0
16995.0
22995.0
19995.0
15495.0
25998.0
14500.0
18995.0
39995.0
13995.0
17995.0
21995.0
15495.0
19995.0
12995.0
12995.0
31795.0
39995.0
21495.0
13498.0
14998.0
16998.0
15498.0
10385.0
37500.0
11500.0
24500.0
21500.0
16000.0
11995.0
38900.0
24498.0
19995.0
14995.0
29995.0
23995.0
15995.0
13995.0
38995.0
18995.0
35995.0
18995.0
19995.0
34995.0
23995.0
37995.0
35995.0
34995.0
16498.0
26495.0
21995.0
30995.0
21995.0
22995.0
19945.0
22945.0
